"order_id","customer_id","provider","payment_method","currency","amount","amount_bucket","country","device","transaction_type","result_status","reason_code","invoice_date","payment_date","chargeback_flag","retries","days_since_invoice","days_since_last_event","prev_success_cnt","prev_total_cnt","customer_prior_success_rate","label_recovered_30d"
"O009015","C00049","Adyen","visa","GBP","37.89","mid","US","web","auth","success",NULL,"2024-06-20","2024-06-24",False,0,0,516,"2","2","1",1
"O006067","C00049","Chase","visa","GBP","13.93","low","GB","android","auth","success",NULL,"2025-06-21","2025-06-22",False,0,0,151,"3","3","1",1
"O009752","C00049","Worldpay","paypal","USD","9.02","low","IT","ios","auth","success",NULL,"2025-08-26","2025-08-28",False,0,1,83,"4","4","1",1
"O008082","C00050","Worldpay","visa","EUR","32.62","mid","DE","web","auth","failed","incorrect_cvv","2024-09-25",NULL,False,0,0,420,"0","0",NULL,0
"O008224","C00050","Adyen","mastercard","GBP","25.40","mid","GB","web","auth","success",NULL,"2025-01-04","2025-01-10",False,0,1,317,"0","1","0",1
"O009823","C00050","Credorax","paypal","GBP","97.68","mid","US","android","auth","success",NULL,"2025-08-13","2025-08-19",False,0,0,97,"1","2","0.5",1
"O004471","C00051","Worldpay","apple_pay","GBP","4.54","low","NL","web","auth","success",NULL,"2024-03-29","2024-03-31",False,0,2,598,"0","0",NULL,1
"O010437","C00051","Adyen","visa","EUR","23.96","low","IT","android","auth","success",NULL,"2025-01-24","2025-01-29",False,0,1,297,"1","1","1",1
"O008079","C00052","Worldpay","mastercard","GBP","105.96","high","IE","web","auth","failed","do_not_honor","2024-03-05",NULL,False,0,2,621,"0","0",NULL,0
"O000456","C00052","Credorax","visa","GBP","23.50","low","GB","ios","auth","failed","do_not_honor","2024-03-08","2024-03-11",False,2,1,619,"0","1","0",1
"O009547","C00052","Adyen","mastercard","EUR","3.28","low","IT","web","capture","failed","incorrect_cvv","2025-06-27",NULL,False,1,0,144,"0","2","0",0
"O009560","C00053","Worldpay","visa","GBP","40.15","mid","US","android","auth","failed","do_not_honor","2025-01-25",NULL,False,2,2,295,"0","0",NULL,0
"O006338","C00054","Adyen","mastercard","GBP","10.03","low","US","android","auth","failed","limit_exceeded","2024-01-31",NULL,False,2,0,657,"0","0",NULL,0
"O003023","C00054","Adyen","mastercard","GBP","19.73","low","ES","web","auth","success",NULL,"2024-10-03","2024-10-06",True,0,1,410,"0","1","0",1
"O003227","C00054","Credorax","mastercard","GBP","40.15","mid","DE","web","capture","success",NULL,"2025-02-20","2025-02-20",False,1,1,270,"1","2","0.5",1
"O009803","C00055","Adyen","apple_pay","EUR","31.43","mid","IT","web","auth","failed","processor_declined","2024-12-18","2024-12-23",False,3,0,335,"0","0",NULL,1
"O006580","C00055","Adyen","visa","EUR","7.57","low","GB","web","auth","success",NULL,"2025-01-28","2025-01-29",False,0,0,294,"0","1","0",1
"O001286","C00055","Amex","amex","EUR","3.86","low","US","ios","auth","success",NULL,"2025-05-28","2025-05-30",False,2,1,173,"1","2","0.5",1
"O008995","C00056","Adyen","visa","EUR","19.31","low","DE","web","auth","success",NULL,"2024-05-14","2024-05-20",False,0,0,553,"0","0",NULL,1
"O007903","C00056","Amex","visa","GBP","36.49","mid","ES","web","capture","failed","limit_exceeded","2024-06-23",NULL,False,2,0,513,"1","1","1",0
"O007896","C00056","Adyen","visa","GBP","24.32","low","DE","web","capture","failed","incorrect_cvv","2024-07-26","2024-08-19",False,3,2,478,"1","2","0.5",1
"O007543","C00056","Adyen","visa","GBP","70.70","mid","US","web","auth","success",NULL,"2024-12-05","2024-12-10",False,2,2,346,"1","3","0.3333333333333333",1
"O005009","C00056","Credorax","mastercard","EUR","22.46","low","GB","web","refund","success",NULL,"2025-04-21","2025-04-25",False,2,1,210,"2","4","0.5",1
"O005314","C00056","Worldpay","mastercard","USD","25.60","mid","FR","web","auth","success",NULL,"2025-07-13","2025-07-16",False,0,0,128,"3","5","0.6",1
"O006281","C00056","Amex","mastercard","GBP","67.07","mid","CY","web","auth","failed","incorrect_cvv","2025-09-23",NULL,False,0,2,55,"4","6","0.6666666666666666",0
"O006137","C00057","Adyen","visa","GBP","10.70","low","GB","ios","auth","success",NULL,"2024-02-16","2024-02-17",False,0,0,641,"0","0",NULL,1
"O001644","C00057","Credorax","visa","EUR","74.12","mid","ES","web","capture","failed","limit_exceeded","2024-04-07",NULL,False,0,2,588,"1","1","1",0
"O009875","C00057","Credorax","visa","GBP","9.38","low","NL","web","auth","success",NULL,"2024-05-03","2024-05-06",False,0,0,565,"1","2","0.5",1
"O010046","C00057","Credorax","visa","GBP","14.99","low","GB","web","auth","failed","limit_exceeded","2024-12-28","2025-01-09",False,1,0,325,"2","3","0.6666666666666666",1
"O011726","C00057","Amex","amex","GBP","100.75","high","DE","ios","auth","failed","insufficient_funds","2025-01-06","2025-02-05",False,1,0,316,"2","4","0.5",1
"O008227","C00058","Worldpay","paypal","GBP","109.61","high","ES","web","capture","failed","expired_card","2024-11-05","2024-11-18",False,1,1,378,"0","0",NULL,1
"O008410","C00058","Adyen","mastercard","GBP","11.05","low","DE","web","auth","failed","do_not_honor","2024-12-08","2025-01-07",False,0,0,345,"0","1","0",1
"O000613","C00059","Safecharge/Nuvei","visa","GBP","27.48","mid","GB","web","capture","failed","processor_declined","2025-02-26","2025-03-05",False,1,2,263,"0","0",NULL,1
"O000378","C00059","Chase","visa","GBP","39.61","mid","GB","android","auth","failed","processor_declined","2025-03-14","2025-04-08",False,3,2,248,"0","1","0",1
"O008090","C00060","Adyen","mastercard","GBP","8.75","low","GB","web","auth","success",NULL,"2024-07-02","2024-07-07",False,1,1,503,"0","0",NULL,1
"O006399","C00060","Worldpay","apple_pay","EUR","12.26","low","GB","ios","auth","success",NULL,"2024-08-24","2024-08-27",False,0,0,451,"1","1","1",1
"O003361","C00061","Credorax","mastercard","EUR","45.14","mid","ES","web","auth","failed","stolen_card","2024-01-23",NULL,False,0,0,666,"0","0",NULL,0
"O009127","C00061","Adyen","mastercard","GBP","33.40","mid","GB","web","auth","failed","insufficient_funds","2024-01-31","2024-02-21",False,1,0,657,"0","1","0",1
"O002785","C00061","Adyen","mastercard","GBP","7.18","low","IT","web","capture","success",NULL,"2024-02-05","2024-02-11",False,2,0,652,"0","2","0",1
"O004077","C00061","Adyen","amex","GBP","76.27","mid","IT","web","capture","failed","processor_declined","2025-01-02",NULL,False,0,2,318,"1","3","0.3333333333333333",0
"O004929","C00061","Adyen","paypal","GBP","12.43","low","NL","android","auth","success",NULL,"2025-02-18","2025-02-20",False,0,0,273,"1","4","0.25",1
"O004776","C00062","Worldpay","visa","GBP","22.03","low","CY","android","auth","success",NULL,"2024-01-19","2024-01-25",False,0,2,667,"0","0",NULL,1
"O002424","C00062","Credorax","visa","GBP","47.68","mid","GB","ios","auth","failed","processor_declined","2024-02-10",NULL,True,2,2,645,"1","1","1",0
"O010843","C00062","Chase","visa","EUR","6.93","low","US","android","auth","failed","expired_card","2024-04-29","2024-05-06",False,4,1,567,"1","2","0.5",1
"O009906","C00062","Credorax","visa","GBP","32.35","mid","DE","web","capture","failed","incorrect_cvv","2024-08-20",NULL,False,3,1,454,"1","3","0.3333333333333333",0
"O005393","C00062","Credorax","visa","EUR","39.62","mid","FR","web","auth","failed","do_not_honor","2024-12-20",NULL,False,1,1,332,"1","4","0.25",0
"O004092","C00062","Worldpay","mastercard","USD","12.40","low","GB","web","auth","failed","expired_card","2025-02-20",NULL,False,3,1,270,"1","5","0.2",0
"O004017","C00062","Adyen","visa","GBP","15.12","low","GB","ios","auth","success",NULL,"2025-09-04","2025-09-10",False,0,2,74,"1","6","0.16666666666666666",1
"O005257","C00063","Safecharge/Nuvei","visa","GBP","13.21","low","CY","web","capture","failed","insufficient_funds","2024-02-27","2024-03-21",False,2,0,630,"0","0",NULL,1
"O000196","C00063","Worldpay","visa","GBP","19.77","low","DE","web","auth","failed","processor_declined","2024-03-28","2024-04-14",False,2,2,598,"0","1","0",1
"O011227","C00063","Safecharge/Nuvei","visa","EUR","8.86","low","IE","web","auth","failed","limit_exceeded","2024-08-20","2024-09-15",False,2,1,455,"0","2","0",1
"O001331","C00063","Credorax","visa","USD","27.64","mid","GB","web","auth","success",NULL,"2025-02-17","2025-02-23",False,0,1,274,"0","3","0",1
"O000247","C00064","Worldpay","paypal","GBP","23.04","low","NL","web","auth","success",NULL,"2024-01-30","2024-02-02",False,1,1,657,"0","0",NULL,1
"O001916","C00064","Credorax","visa","EUR","15.91","low","NL","web","auth","failed","limit_exceeded","2024-03-26","2024-04-12",False,0,1,601,"1","1","1",1
"O004113","C00064","Safecharge/Nuvei","paypal","GBP","42.14","mid","GB","web","auth","success",NULL,"2024-09-10","2024-09-14",False,1,0,434,"1","2","0.5",1
"O007062","C00064","Credorax","mastercard","GBP","5.27","low","CY","web","auth","success",NULL,"2024-09-20","2024-09-25",False,0,0,425,"2","3","0.6666666666666666",1
"O007598","C00064","Adyen","paypal","EUR","220.50","high","FR","web","capture","failed","do_not_honor","2024-10-06","2024-10-22",False,1,0,408,"3","4","0.75",1
"O011877","C00064","Adyen","visa","EUR","14.35","low","GB","web","auth","failed","limit_exceeded","2025-03-16","2025-03-30",False,5,2,245,"3","5","0.6",1
"O005057","C00065","Credorax","visa","GBP","22.10","low","IT","web","auth","failed","do_not_honor","2024-04-11",NULL,False,0,1,585,"0","0",NULL,0
"O010534","C00065","Worldpay","visa","USD","85.89","mid","FR","web","auth","failed","do_not_honor","2024-12-21",NULL,False,0,0,332,"0","1","0",0
"O005642","C00066","Amex","visa","GBP","28.22","mid","CY","web","auth","success",NULL,"2024-05-30","2024-05-31",False,0,0,537,"0","0",NULL,1
"O011751","C00066","Credorax","visa","USD","19.78","low","DE","web","capture","failed","expired_card","2024-10-30","2024-11-24",False,0,1,383,"1","1","1",1
"O002452","C00066","Adyen","mastercard","GBP","18.41","low","DE","ios","auth","success",NULL,"2025-04-14","2025-04-14",False,1,1,217,"1","2","0.5",1
"O011867","C00067","Worldpay","apple_pay","GBP","36.26","mid","GB","web","auth","failed","insufficient_funds","2024-08-27","2024-09-01",False,3,1,447,"0","0",NULL,1
"O000334","C00068","Chase","visa","EUR","36.41","mid","GB","android","auth","failed","processor_declined","2024-12-23",NULL,True,2,0,330,"0","0",NULL,0
"O007134","C00068","Adyen","visa","GBP","15.21","low","GB","web","auth","success",NULL,"2025-06-20","2025-06-23",False,0,2,149,"0","1","0",1
"O006715","C00069","Credorax","apple_pay","USD","7.47","low","US","ios","auth","failed","insufficient_funds","2024-04-26","2024-05-07",False,0,2,570,"0","0",NULL,1
"O010182","C00069","Worldpay","visa","GBP","19.48","low","GB","web","capture","success",NULL,"2024-08-17","2024-08-17",False,1,2,456,"0","1","0",1
"O010760","C00069","Chase","paypal","USD","5.22","low","FR","web","auth","success",NULL,"2025-04-10","2025-04-13",False,0,0,222,"1","2","0.5",1
"O002606","C00069","Adyen","visa","GBP","20.19","low","FR","web","auth","failed","do_not_honor","2025-09-29",NULL,False,1,2,48,"2","3","0.6666666666666666",0
"O002966","C00071","Credorax","visa","GBP","118.48","high","DE","web","auth","failed","expired_card","2024-01-15","2024-01-16",False,0,2,671,"0","0",NULL,1
"O006635","C00071","Credorax","mastercard","GBP","74.66","mid","IT","web","auth","failed","expired_card","2024-06-01",NULL,False,1,1,534,"0","1","0",0
"O009253","C00071","Chase","mastercard","EUR","10.98","low","DE","web","auth","success",NULL,"2024-10-16","2024-10-18",False,1,0,398,"0","2","0",1
"O005010","C00071","Adyen","visa","EUR","26.08","mid","DE","android","auth","failed","incorrect_cvv","2025-04-28","2025-05-17",False,1,1,203,"1","3","0.3333333333333333",1
"O002090","C00072","Safecharge/Nuvei","mastercard","GBP","13.12","low","GB","web","auth","failed","expired_card","2024-08-12","2024-09-04",False,0,2,461,"0","0",NULL,1
"O004397","C00072","Amex","visa","USD","6.90","low","FR","ios","auth","failed","processor_declined","2025-03-01",NULL,False,1,0,262,"0","1","0",0
"O001824","C00073","Worldpay","apple_pay","GBP","42.56","mid","DE","android","auth","failed","stolen_card","2024-08-16","2024-09-10",False,3,1,458,"0","0",NULL,1
"O009864","C00073","Credorax","paypal","GBP","110.35","high","ES","ios","auth","failed","stolen_card","2025-06-01",NULL,False,0,1,170,"0","1","0",0
"O011842","C00074","Amex","apple_pay","GBP","12.89","low","DE","web","auth","success",NULL,"2024-01-25","2024-01-29",False,2,1,662,"0","0",NULL,1
"O005108","C00074","Adyen","mastercard","EUR","19.36","low","FR","ios","auth","success",NULL,"2024-08-12","2024-08-13",False,0,0,463,"1","1","1",1
"O005853","C00074","Worldpay","visa","GBP","15.69","low","ES","android","auth","failed","limit_exceeded","2024-09-03","2024-09-22",False,1,2,440,"2","2","1",1
"O004394","C00074","Credorax","visa","GBP","43.12","mid","GB","ios","auth","success",NULL,"2024-09-16","2024-09-17",False,0,0,428,"2","3","0.6666666666666666",1
"O008852","C00075","Worldpay","paypal","USD","24.42","low","CY","web","auth","failed","processor_declined","2025-01-29",NULL,False,0,1,292,"0","0",NULL,0
"O005915","C00075","Credorax","visa","GBP","6.20","low","GB","ios","auth","failed","stolen_card","2025-02-15","2025-03-05",False,2,2,274,"0","1","0",1
"O005179","C00076","Safecharge/Nuvei","visa","GBP","14.57","low","DE","web","auth","success",NULL,"2024-06-17","2024-06-18",False,0,1,518,"0","0",NULL,1
"O005534","C00076","Adyen","visa","USD","41.83","mid","NL","web","auth","failed","insufficient_funds","2024-08-09",NULL,False,1,0,466,"1","1","1",0
"O008691","C00076","Credorax","amex","EUR","15.05","low","DE","android","auth","failed","processor_declined","2025-08-18","2025-09-12",False,2,2,90,"1","2","0.5",1
"O006482","C00077","Adyen","visa","EUR","5.61","low","CY","web","auth","success",NULL,"2024-02-05","2024-02-10",False,0,1,651,"0","0",NULL,1
"O005185","C00077","Worldpay","visa","GBP","12.72","low","DE","web","auth","failed","expired_card","2024-04-02","2024-04-21",False,3,2,593,"1","1","1",1
"O001600","C00077","Worldpay","amex","EUR","83.31","mid","ES","web","auth","failed","insufficient_funds","2024-05-19",NULL,False,2,0,548,"1","2","0.5",0
"O002114","C00077","Safecharge/Nuvei","visa","EUR","29.92","mid","ES","web","auth","failed","limit_exceeded","2024-10-18",NULL,False,1,1,395,"1","3","0.3333333333333333",0
"O006550","C00077","Worldpay","visa","GBP","6.38","low","DE","web","auth","success",NULL,"2025-02-02","2025-02-03",False,0,1,289,"1","4","0.25",1
"O009353","C00077","Adyen","mastercard","EUR","79.32","mid","NL","web","auth","success",NULL,"2025-02-10","2025-02-12",False,1,0,281,"2","5","0.4",1
"O002113","C00077","Chase","visa","EUR","9.96","low","GB","web","auth","success",NULL,"2025-05-27","2025-06-01",False,0,0,175,"3","6","0.5",1
"O010539","C00077","Adyen","visa","USD","52.86","mid","NL","ios","auth","failed","expired_card","2025-07-09","2025-07-14",False,4,1,131,"4","7","0.5714285714285714",1
"O003664","C00077","Worldpay","paypal","USD","40.20","mid","DE","web","auth","success",NULL,"2025-08-02","2025-08-07",False,0,1,107,"4","8","0.5",1
"O004281","C00078","Credorax","mastercard","EUR","37.87","mid","GB","web","auth","failed","stolen_card","2024-01-04",NULL,False,1,2,682,"0","0",NULL,0
"O000548","C00078","Credorax","mastercard","GBP","24.62","low","CY","ios","auth","failed","incorrect_cvv","2024-09-26",NULL,False,0,0,418,"0","1","0",0
"O001232","C00078","Worldpay","visa","EUR","80.78","mid","FR","web","auth","failed","stolen_card","2025-01-16","2025-02-07",False,1,1,305,"0","2","0",1
"O007746","C00079","Amex","visa","USD","42.58","mid","DE","web","auth","failed","do_not_honor","2024-01-10","2024-01-16",False,2,0,678,"0","0",NULL,1
"O004107","C00079","Safecharge/Nuvei","visa","EUR","19.08","low","GB","web","auth","success",NULL,"2024-12-16","2024-12-17",False,1,2,335,"0","1","0",1
"O007988","C00079","Worldpay","mastercard","GBP","185.25","high","IT","ios","auth","failed","stolen_card","2025-01-28","2025-02-18",False,3,0,294,"1","2","0.5",1
"O001159","C00079","Worldpay","visa","GBP","17.49","low","CY","web","capture","failed","incorrect_cvv","2025-05-24","2025-06-12",False,2,2,176,"1","3","0.3333333333333333",1
"O003496","C00080","Worldpay","visa","EUR","43.06","mid","GB","ios","auth","success",NULL,"2024-01-28","2024-02-02",False,0,1,659,"0","0",NULL,1
"O005632","C00080","Adyen","mastercard","GBP","33.87","mid","US","ios","auth","failed","processor_declined","2024-05-23","2024-06-15",False,0,2,542,"1","1","1",1
"O011577","C00080","Worldpay","paypal","EUR","35.34","mid","GB","web","auth","success",NULL,"2024-08-30","2024-09-04",False,0,0,446,"1","2","0.5",1
"O006605","C00080","Amex","visa","EUR","16.04","low","GB","web","auth","success",NULL,"2024-12-23","2024-12-26",False,0,0,330,"2","3","0.6666666666666666",1
"O008554","C00082","Worldpay","paypal","GBP","67.10","mid","FR","web","auth","success",NULL,"2024-01-04","2024-01-08",False,1,0,684,"0","0",NULL,1
"O008803","C00082","Chase","mastercard","GBP","42.49","mid","DE","web","refund","success",NULL,"2025-03-09","2025-03-10",False,1,1,253,"1","1","1",1
"O005400","C00082","Safecharge/Nuvei","mastercard","GBP","23.52","low","DE","web","capture","failed","limit_exceeded","2025-04-05",NULL,True,0,0,227,"2","2","1",0
"O003571","C00083","Adyen","paypal","GBP","7.75","low","FR","android","auth","success",NULL,"2024-05-20","2024-05-25",False,0,0,547,"0","0",NULL,1
"O009535","C00083","Safecharge/Nuvei","visa","GBP","17.64","low","FR","web","auth","success",NULL,"2024-05-29","2024-05-30",False,0,1,537,"1","1","1",1
"O005279","C00083","Adyen","visa","GBP","16.78","low","CY","web","auth","success",NULL,"2024-08-22","2024-08-23",False,1,0,453,"2","2","1",1
"O002312","C00083","Credorax","mastercard","GBP","27.08","mid","US","web","refund","success",NULL,"2024-11-14","2024-11-15",False,2,1,368,"3","3","1",1
